title,company,location,salary_min,salary_max,category,description,created,redirect_url
Embedded Software Team Lead,Tata Consultancy Services,"Noida, Ghaziabad",,,IT Jobs,"Role: Embedded Lead Required Skill set: Linux kernel, MCU programming, Android BSP development Experience: 8-13 Years Location: Noida Must have details: B.Tech/M.Tech in Computer Science/Electronics with hands-on experience in Embedded Systems, preferably in Automotive. Proven experience in Linux ke",2026-06-13T10:51:54Z,https://www.adzuna.in/land/ad/5762132832?se=2Mdvao1p8RGLEaLh4znBvA&utm_medium=api&utm_source=439bd393&v=D90746D6B034BC73C93516E73C40C70995A29455
Principal Analog IC Design Lead – Custom PMIC & Mixed-Signal,Texas Instruments,"Bangalore, Karnataka",,,Engineering Jobs,"The world's most iconic mobile devices are powered by chips designed by teams like this one. We're looking for an analog IC design leader who's ready to build, mentor, and ship the chips that power the next generation of personal electronics.  About the Role Texas Instruments' Custom Product Busines",2026-05-19T17:25:57Z,https://www.adzuna.in/land/ad/5733975186?se=2Mdvao1p8RGLEaLh4znBvA&utm_medium=api&utm_source=439bd393&v=FD8329BCC43DB32D8888081926ED85B56377CD5F
Product Designer,Aartaa decor,"Kolkata, West Bengal",,,Creative & Design Jobs,"Aartaa Decor is seeking a highly creative and technically skilled Product Designer to design and develop luxury lighting fixtures and home décor products. The ideal candidate should have strong expertise in CAD software, product development, material understanding, manufacturing processes, and desig",2026-06-16T09:32:03Z,https://www.adzuna.in/land/ad/5765034960?se=2Mdvao1p8RGLEaLh4znBvA&utm_medium=api&utm_source=439bd393&v=E58439897983A98A6FEE2D87F70C6977C142AD19
SAP datasphere,Tata Consultancy Services,"Chennai, Tamil Nadu",,,Healthcare & Nursing Jobs,"Greetings TCS Virtual Drive for SAP datasphere on 25-May- 2026 (Monday) Job Title: SAP datasphere Location - Chennai IT-Experience – 12 to 15 years Education: Minimum 15 years of full-time education (10th, 12th and any graduation) Interested Candidate pls share your updated Cv on renuka.parmar@tcs.c",2026-05-22T17:53:23Z,https://www.adzuna.in/land/ad/5737582619?se=2Mdvao1p8RGLEaLh4znBvA&utm_medium=api&utm_source=439bd393&v=0E45F1F262497ED4F03EBA130EF9B54A1F07F0C5
Project Sales Specialist - Kochi (Gypsum Plaster/ AAC Blocks),Walplast Products Pvt. Ltd.,"Kochi, Ernakulam",,,Sales Jobs,We are looking for Sales – Project Sales (Gypsum Plaster) Base Location: (Kochi) - Will look after entire Kerala Product knowledge – Gypsum Plaster Roles and responsibilities Sales Strategy and Planning: Develop and execute a comprehensive sales strategy for both commodity and value-added products (,2026-06-06T01:26:01Z,https://www.adzuna.in/land/ad/5753412518?se=2Mdvao1p8RGLEaLh4znBvA&utm_medium=api&utm_source=439bd393&v=C4538D6672DA8961A583A75E1EBEC37E3E79F61E
Branded Content Sales,Republic World,"Mumbai, Maharashtra",,,"PR, Advertising & Marketing Jobs","Role - Branded Content Sales Location - Mumbai and Bangalore Republic World is looking out for an ambitious Branded Content Sales professionals who are target-driven, excited to take on challenges and on their feet to deliver. Branded content sales involve creating and monetizing unique, engaging co",2026-06-02T16:36:02Z,https://www.adzuna.in/land/ad/5749038932?se=2Mdvao1p8RGLEaLh4znBvA&utm_medium=api&utm_source=439bd393&v=B6DF166DFA81F9FBB40DF4348C8B903618CB02CC
Sr. Python MLOps Engineer – Modeling Automation & ML Pipelines | GCP/Azure ML | 7 Years | Bangalore | Immediate Joiner,UST,"Bangalore, Karnataka",,,IT Jobs,Candidates ready to join immediately can share their details via email for quick processing.  CCTC | ECTC | Notice Period | Location Preference nitin.patil@ust.com Act fast for immediate attention! ⏳ Must-Have Skills 7 years of experience in Python Development and MLOps Engineering Strong experience,2026-05-17T15:44:14Z,https://www.adzuna.in/land/ad/5732321884?se=2Mdvao1p8RGLEaLh4znBvA&utm_medium=api&utm_source=439bd393&v=FF07C11A2AAB018B9224E5B97C37CAA5227570B0
Montessori Elementary Educator,Hive Montessori School,"Chennai, Tamil Nadu",,,Teaching Jobs,"Hive Montessori is a Montessori school serving children from toddlers to Adolescents. We are committed to fostering independence, curiosity, and a lifelong love of learning in our students. We are seeking a passionate Montessori Elementary Educators with or without experience. This position is for o",2026-06-01T10:25:32Z,https://www.adzuna.in/land/ad/5747047467?se=2Mdvao1p8RGLEaLh4znBvA&utm_medium=api&utm_source=439bd393&v=3FB46F93040183C18662BF2C0511117CF7FDC11C
Assistant Professor of Rheumatology,Sri Ramachandra Institute Of Higher Education and Research,"Chennai, Tamil Nadu",,,Scientific & QA Jobs,"Company Description Sri Ramachandra Institute of Higher Education and Research is a premier institution committed to nurturing globally competitive and locally responsive healthcare professionals. Recognized as one of India’s top medical colleges, the institution is supported by 836 skilled faculty ",2026-06-05T17:22:32Z,https://www.adzuna.in/land/ad/5753195339?se=2Mdvao1p8RGLEaLh4znBvA&utm_medium=api&utm_source=439bd393&v=2D2EB171E4214514C516606C7483CA0003FC685D
Senior Project Manager,Gleeds,"Bangalore, Karnataka",,,Trade & Construction Jobs,"About Gleeds: Gleeds is a global property and construction consultancy with over 150 years of expertise, operating in 28 countries worldwide. From iconic landmarks to critical infrastructure, we drive innovation, sustainability and value, delivering transformative projects that shape communities and",2026-06-13T10:50:14Z,https://www.adzuna.in/land/ad/5762127321?se=2Mdvao1p8RGLEaLh4znBvA&utm_medium=api&utm_source=439bd393&v=DDD37C8DAD7732C9251E830D4AE7E6DFDBDAE9C1
Founders Office @ Grow That Brand,Grow That Brand,"Mumbai, Maharashtra",,,Sales Jobs,"Opportunity To Join A World Class Team @ growthatbrand.com Grow That Brand is an AI driven e-commerce consulting firm working with D2C brands across the US, UK, Canada, and India. Our client roster includes celebrity backed brands, fast scaling D2C companies, and emerging ecommerce brands gearing up",2026-04-29T00:41:09Z,https://www.adzuna.in/land/ad/5712898808?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=E2E6AC2FFB915D698D12A4F58B703734C5D5F2B5
Techno Commercial Sales Executive (Culinary),On2Cook India Pvt Ltd,"Bangalore, Karnataka",,,Hospitality & Catering Jobs,"Jr. Kitchen Chef – Culinary Demonstration Specialist Locations: Bangalore Experience: 0–2 Years Employment Type: Full-time Travel: Frequent Local & Regional Travel About Us We are an award-winning, customer-first company transforming how professional kitchens cook, serve, and operate. Our patented c",2026-06-11T21:03:00Z,https://www.adzuna.in/land/ad/5760048141?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=A1EA08B98F4583AA62BD74F344D01A41FDA00E28
Unix System Engineer,Paragon South Asia Services Private Limited,"Hyderabad, Telangana",,,IT Jobs,"We are seeking an experienced and motivated Unix System Engineer to manage, maintain, and enhance our Unix infrastructure across the Paragon Hosting estate. This role is critical to ensuring the reliability, performance, and security of our Unix platforms spanning on-premises, private, and public cl",2026-06-08T18:03:48Z,https://www.adzuna.in/land/ad/5756270861?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=B4D4634845621BE32579B488E65EF146CF8D4F46
Agri Sales Advisor,Krishikranti Organics,"Bhopal, Madhya Pradesh",,,Sales Jobs,We’re Hiring: Agri Sales Advisor | Krishikranti Organics If you understand agriculture and know how to sell — this role is for you. We are looking for result-driven Agri Sales Advisors to join our team and drive real revenue through farmer and dealer engagement. This is an in-office role focused on ,2026-06-12T08:28:37Z,https://www.adzuna.in/land/ad/5760862482?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=8B8881849587AE74F42D205616BB573A739D0A32
STA Lead Engineers,ACL Digital,"Bangalore, Karnataka",,,Engineering Jobs,"Job Title: STA Lead Engineers Experience: 7yrs Location: Bangalore Job Type: Full-time Industry: Semiconductors / VLSI /STA Engineers JD: Deep understating and experience of STA tool Tempus/PrimeTime /Tweaker/ DMSA(PTECO) Knowledge of timing corners/modes, process variations and signal integrity rel",2026-02-18T15:45:09Z,https://www.adzuna.in/land/ad/5634429565?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=9AE7DF3DB19A10A62C9B5E6F26C9D921D7E8DEE7
Remote Freelance Education & Career Counsellor,Eduaxs Solutions,India,,,Teaching Jobs,"Company Description Eduaxs Solutions is a company founded by industry experts with a vision of fulfilling corporate and academia needs through innovative solutions. The company specializes in recruitment, education, consulting, and training services across various industries such as BFSI, ITES, FMCG",2026-06-12T02:15:40Z,https://www.adzuna.in/land/ad/5760301347?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=B38CB8A0A19BF873DDD7BACCFDDB1D71528C12F3
Galileo Ticketing Expert,Technomine,"Ahmedabad, Gujarat",,,Admin Jobs," Why Technomine? At Technomine, we don’t just offer jobs – we build careers . With a strong legacy of growth, innovation, and people-first values, we create an environment where you can learn, grow, and excel. Join a company that values diversity , celebrates achievements, and empowers you to grow a",2026-06-13T18:43:18Z,https://www.adzuna.in/land/ad/5762607898?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=FC788A0C4FC15A13702B4C56843574F5DCF6E585
Asst Manager/ Manager Operations,Tata NYK Shipping  Pvt. Ltd.,"Mumbai, Maharashtra",,,Logistics & Warehouse Jobs,"Key Responsibilities ✅ Manage and execute day-to-day shipping operations efficiently and effectively. ✅ Plan and monitor post-fixture activities, ensuring optimum vessel and cargo utilization while maintaining profitability. ✅ Track and coordinate port operations, providing timely operational update",2026-06-09T18:04:24Z,https://www.adzuna.in/land/ad/5757265668?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=23C37AF49B1DA7F2BDB06CB61C6B6A4B8F353A7E
Head of Financial Planning,ControlCase,"Mumbai, Maharashtra",,,Accounting & Finance Jobs,"Title: Head of FP&A Position Overview The AVP / VP of FP&A is a senior Finance leadership role reporting directly to the CFO. This individual will serve as a key business partner to executive leadership, owning the full planning and performance management cycle across Control Case’s multi-entity, mu",2026-06-14T14:46:00Z,https://www.adzuna.in/land/ad/5763490786?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=0C6315FCEDB06B0DF665E09D3C3E05FF3A851722
Senior Omni-Channel Subject Matter Expert,Krishna Jewellers Pearls and Gems Private Limited,"Hyderabad, Telangana",,,Sales Jobs,"Job Profile 3: Senior Omni-Channel Subject Matter Expert (SME) Target: A plug-and-play expert who has done this exact job before and can hit the ground running while setting the standard for the team. Compensation: 70,000 / month (CTC: 9.0 – I0.0 Lakhs) Role Overview: We are looking for a Senior Omn",2026-06-01T10:19:06Z,https://www.adzuna.in/land/ad/5747038101?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=DA57F1A157DC1BEDA6AB256416EEC3809E9A7D2E
Associate Director - Strategic Advisory & Valuation,ANAROCK,"Mumbai, Maharashtra",,,Property Jobs,"Key Responsibilities Own the growth agenda for valuation & advisory mandates Identify, qualify, and win new valuation /LIE / market research assignments across asset classes. Meet new Clients for business / empanelment’s / preferred vendor registrations. Shape go-to-market plans, lead proposals, and",2026-05-29T18:21:46Z,https://www.adzuna.in/land/ad/5744638748?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=0FF8526ABF7FA657BCEC7AD717655FFC9A07E6DF
Speech Language Pathologist,Nurturers,"Noida, Ghaziabad",,,Healthcare & Nursing Jobs,"Speech-Language Pathologist (BASLP/MASLP) – Fresher & Experienced  Location: Noida, Uttar Pradesh  Organisation: Nurturers Centre for Diverse Learners  Employment Type: Full-time About Nurturers Nurturers Centre for Diverse Learners is a multidisciplinary therapy and learning support centre working ",2026-06-10T18:03:37Z,https://www.adzuna.in/land/ad/5758515827?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=95E6D94417E792BE1B1D9DA30177EA1857B39439
Senior SAP Basis Consultant,NTT DATA Business Solutions,"Hyderabad, Telangana",,,IT Jobs,"MANDATORY REGISTRATION: Fill | Walk-in Drive in Hyderabad Office - NTT Data Business Solutions-11th June'2026(Thursday) Date: 11-June-2026 Time: 9:30 Am to 2:30 Pm Location: Hyderabad Venue: NTT DATA Business Solutions, NCC Building, Durgam Cheruvu Rd, Vittal Rao Nagar, HITEC City, Hyderabad, Telang",2026-06-10T18:03:59Z,https://www.adzuna.in/land/ad/5758516141?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=3CE4FF662B43A31EE4959119363695F959F2534E
Senior Business Desk Writer,CNBC-TV18,"Mumbai, Maharashtra",,,Creative & Design Jobs,"About the Role CNBC-TV18 is looking for experienced Senior Business Journalists to join our desk team in Noida and Mumbai. If you thrive in a fast-paced newsroom and have a sharp eye for breaking business stories across markets, economy, corporates, policy, startups, and global trends- this role is ",2026-06-04T16:47:01Z,https://www.adzuna.in/land/ad/5751932499?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=C73BA5026E88F386CF82ADC8F2175CFC03C03E6A
Vice Principal- Commerce,Parul University,"Vadodara, Gujarat",,,Teaching Jobs,"Vice Principal- Commerce: Parul University is seeking candidates who will be responsible for driving academic and administrative excellence within the Faculty. Detailed Position Responsibilities: Key responsibilities shall include ensuring the efficient conduct of classes, examinations, and technica",2026-06-08T18:03:41Z,https://www.adzuna.in/land/ad/5756270503?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=15C85CEAEC78EB09156A836383402C6EED805F58
Shift Incharge,Regaal Resources Limited,India,,,Manufacturing Jobs,"Key Responsibilities Ensure safe and efficient operation of boilers and utility systems during assigned shifts. Monitor steam generation, boiler parameters, fuel consumption, and water quality. Lead and supervise boiler operators and utility staff. Coordinate maintenance activities and troubleshoot ",2026-06-07T07:48:40Z,https://www.adzuna.in/land/ad/5754997701?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=4AC0D3EE319C7A1652A0431D1AEE24DD1453FAE5
Windows Device Driver Development Engineer,LeadSoc Technologies Pvt Ltd,"Bangalore, Karnataka",,,IT Jobs,"Role Overview As a Staff Windows Driver Development Engineer, you will serve as a technical authority for Windows kernel driver development across modern hardware platforms. You will own and influence driver architecture, debug complex kernel mode issues, and guide platform enablement from early har",2026-06-05T17:21:56Z,https://www.adzuna.in/land/ad/5753194280?se=bA8BbI1p8RGHcblSVmFK6Q&utm_medium=api&utm_source=439bd393&v=8753E2D3905DD01EF97950B2A927B62D9CD9A112
